Compte au 28/02/2023 : 8300.00 EUR
JPY/EUR : 0.482
USD/EUR : 1.445
Date;Montant;Devise;Categorie
23/01/2023;-970.94;USD;Transport
30/03/2022;-595.78;EUR;Transport
12/05/2022;-348.81;EUR;Transport
21/11/2022;-687.89;USD;Habitation
05/09/2022;3820.49;EUR;Cadeau
30/08/2022;-306.94;USD;Loisir
12/12/2022;-968.36;USD;Sante
25/01/2023;-158.15;USD;Communication
08/04/2022;-884.23;USD;Transport
15/10/2022;-250.68;EUR;Assurance
06/04/2022;-304.85;JPY;Transport
17/08/2022;-680.94;USD;Alimentation
12/01/2023;-120.97;JPY;Loisir
25/05/2022;-938.46;JPY;Enfants
17/09/2022;-287.28;EUR;Habitation
23/10/2022;-880.72;EUR;Enfants
17/05/2022;-976.38;USD;Habitation
07/08/2022;-263.06;EUR;Transport
16/04/2022;-622.37;USD;Enfants
17/02/2022;-974.54;EUR;Alimentation
10/11/2022;-457.72;USD;Loisir
28/01/2023;-253.66;EUR;Habitation
05/10/2022;-675.94;JPY;Sante
22/01/2023;-539.42;EUR;Transport
05/02/2022;-859.33;USD;Habitation
01/01/2022;-939.15;EUR;Sante
03/11/2022;-597.51;JPY;Alimentation
29/12/2022;-408.75;USD;Enfants
24/04/2022;1943.61;USD;Cadeau
29/08/2022;-862.38;JPY;Sante
28/08/2022;-749.46;JPY;Transport
07/01/2023;-973.97;JPY;Enfants
02/01/2022;-0.07;USD;Alimentation
30/01/2022;-732.89;JPY;Habitation
05/08/2022;-189.53;USD;Sante
06/01/2023;-433.36;USD;Transport
27/02/2022;-89.40;JPY;Loisir
15/02/2023;6740.59;USD;Aide
09/01/2023;5616.38;USD;Cadeau
24/04/2022;5845.88;USD;Salaire
18/12/2022;-120.48;EUR;Assurance
10/06/2022;-344.86;USD;Assurance
11/07/2022;-320.07;USD;Assurance
16/01/2023;-152.75;USD;Alimentation
14/06/2022;-154.93;USD;Enfants
03/02/2023;-664.37;USD;Communication
07/05/2022;-96.43;USD;Alimentation
08/01/2022;9363.22;JPY;Aide
25/09/2022;-194.94;USD;Communication
29/08/2022;-60.82;USD;Loisir
19/02/2022;1851.82;EUR;Aide
15/10/2022;7231.54;USD;Aide
27/10/2022;-897.14;JPY;Enfants
01/06/2022;-753.19;USD;Alimentation
11/02/2023;-191.58;JPY;Sante
25/03/2022;-517.68;JPY;Transport
09/01/2023;-135.86;EUR;Communication
19/02/2022;-858.95;EUR;Loisir
03/05/2022;-571.34;JPY;Habitation
06/11/2022;-248.56;JPY;Alimentation
09/12/2022;-602.74;USD;Communication
22/01/2023;-267.96;JPY;Loisir
14/03/2022;-886.69;EUR;Loisir
01/09/2022;-680.83;USD;Enfants
29/07/2022;-517.53;EUR;Habitation
19/06/2022;-493.70;EUR;Communication
01/02/2023;-669.22;JPY;Transport
03/05/2022;-621.76;JPY;Communication
21/12/2022;-116.36;EUR;Sante
19/06/2022;-545.59;USD;Enfants
27/01/2022;-837.73;EUR;Habitation
08/05/2022;-280.43;JPY;Alimentation
30/06/2022;-63.47;EUR;Enfants
29/07/2022;-132.59;JPY;Assurance
05/02/2023;-988.12;JPY;Habitation
11/06/2022;-499.50;JPY;Communication
25/12/2022;-13.46;USD;Transport
17/02/2022;-577.33;EUR;Habitation
07/01/2022;8308.45;USD;Cadeau
25/11/2022;-984.69;EUR;Habitation
25/04/2022;-773.51;USD;Transport
01/02/2022;-943.35;USD;Loisir
02/12/2022;-388.57;EUR;Alimentation
25/06/2022;-700.19;JPY;Communication
21/01/2023;-102.44;EUR;Alimentation
24/02/2022;-405.71;JPY;Assurance
17/06/2022;-330.54;EUR;Assurance
06/02/2022;-529.18;EUR;Assurance
13/03/2022;-137.89;JPY;Sante
18/09/2022;-645.13;USD;Loisir
06/02/2022;-164.77;USD;Alimentation
13/03/2022;-673.93;USD;Habitation
06/10/2022;-953.09;USD;Sante
18/07/2022;-174.98;EUR;Transport
06/01/2023;-601.73;JPY;Transport
25/11/2022;-289.85;USD;Assurance
22/07/2022;9281.09;JPY;Primes
10/04/2022;-706.30;EUR;Transport
22/06/2022;-125.68;USD;Enfants
02/04/2022;-681.21;EUR;Habitation
07/07/2022;-450.74;EUR;Sante
22/07/2022;-320.42;EUR;Communication
03/01/2023;-53.62;USD;Enfants
05/11/2022;-115.78;JPY;Enfants
17/11/2022;-2.81;JPY;Enfants
15/11/2022;-206.49;EUR;Enfants
14/02/2022;-977.10;JPY;Transport
16/01/2022;-825.06;USD;Sante
17/01/2023;-398.54;USD;Sante
30/05/2022;-694.73;USD;Alimentation
12/02/2022;-958.54;USD;Loisir
06/07/2022;-560.49;EUR;Loisir
27/04/2022;-247.63;USD;Transport
12/01/2023;-122.68;EUR;Transport
17/01/2023;-767.91;USD;Habitation
04/06/2022;-407.27;USD;Loisir
30/01/2022;-579.00;EUR;Assurance
04/03/2022;-534.85;JPY;Sante
17/07/2022;-539.08;EUR;Enfants
06/10/2022;-849.38;EUR;Communication
09/04/2022;-604.55;USD;Transport
20/05/2022;-612.91;JPY;Communication
18/01/2022;-76.07;EUR;Transport
19/10/2022;-229.39;USD;Loisir
04/06/2022;-329.75;USD;Loisir
07/06/2022;-659.69;USD;Enfants
06/08/2022;1424.75;JPY;Aide
14/07/2022;-235.02;USD;Alimentation
12/08/2022;-820.48;EUR;Assurance
16/06/2022;3956.39;JPY;Aide
03/07/2022;-243.22;EUR;Assurance
13/01/2023;-993.45;EUR;Loisir
09/10/2022;-53.43;JPY;Communication
09/01/2023;2068.07;JPY;Primes
13/07/2022;-585.03;USD;Sante
18/08/2022;-41.55;USD;Transport
13/02/2023;-901.44;EUR;Habitation
27/04/2022;-65.72;JPY;Assurance
16/07/2022;-138.66;USD;Communication
20/07/2022;-971.55;JPY;Alimentation
22/03/2022;-626.04;EUR;Loisir
23/12/2022;-681.68;JPY;Enfants
27/12/2022;-371.37;JPY;Transport
19/11/2022;-760.57;EUR;Alimentation
13/12/2022;-311.12;JPY;Assurance
17/05/2022;-109.63;EUR;Loisir
29/08/2022;-295.30;USD;Loisir
29/05/2022;-840.92;EUR;Alimentation
06/09/2022;-369.52;EUR;Loisir
12/02/2022;-295.17;EUR;Assurance
28/10/2022;-826.86;JPY;Transport
02/01/2023;-832.56;EUR;Habitation
07/11/2022;-644.51;USD;Loisir
26/08/2022;-770.42;JPY;Enfants
24/01/2023;-681.62;EUR;Transport
12/07/2022;-283.62;USD;Alimentation
14/01/2022;-998.04;EUR;Assurance
09/11/2022;5692.86;EUR;Cadeau
06/08/2022;-733.59;USD;Habitation
01/02/2023;9219.60;JPY;Cadeau
18/05/2022;-608.43;USD;Enfants
17/01/2022;-691.39;USD;Loisir
06/09/2022;-168.00;EUR;Loisir
08/11/2022;-593.97;USD;Transport
01/01/2022;-501.72;JPY;Alimentation
25/03/2022;-237.20;USD;Sante
14/08/2022;-501.67;JPY;Enfants
26/06/2022;-638.01;EUR;Sante
26/01/2022;-197.88;EUR;Alimentation
29/05/2022;-700.99;EUR;Transport
30/05/2022;-365.23;USD;Transport
12/12/2022;-815.24;USD;Loisir
01/12/2022;-197.64;JPY;Alimentation
10/02/2022;-364.10;EUR;Alimentation
15/02/2022;3487.88;EUR;Aide
01/12/2022;-473.70;JPY;Assurance
27/07/2022;-949.97;EUR;Transport
15/03/2022;-64.85;USD;Sante
11/09/2022;-299.13;EUR;Loisir
26/12/2022;-261.87;JPY;Enfants
17/02/2023;-435.55;EUR;Sante
05/01/2022;-274.73;JPY;Assurance
29/05/2022;-115.81;USD;Enfants
22/12/2022;-10.48;JPY;Transport
14/01/2022;-904.69;JPY;Habitation
04/12/2022;-251.58;JPY;Sante
14/08/2022;-547.59;JPY;Enfants
27/01/2022;-674.11;JPY;Loisir
11/01/2023;-113.27;USD;Assurance
25/07/2022;8491.51;EUR;Primes
21/12/2022;-590.44;USD;Enfants
06/02/2022;-631.22;USD;Alimentation
12/11/2022;-425.46;USD;Transport
03/12/2022;2517.75;USD;Primes
16/03/2022;-218.74;USD;Communication
18/01/2023;-334.33;JPY;Habitation
05/02/2023;-0.86;USD;Loisir
31/01/2023;-943.45;EUR;Enfants
29/06/2022;-93.68;JPY;Assurance
18/07/2022;-590.45;EUR;Assurance
11/04/2022;-252.35;JPY;Enfants
21/09/2022;-123.15;EUR;Communication
10/11/2022;-785.62;JPY;Transport
12/11/2022;-91.03;EUR;Communication
26/12/2022;-141.00;JPY;Transport
05/02/2022;-519.93;USD;Communication
17/05/2022;-60.59;JPY;Communication
23/10/2022;-286.97;USD;Loisir
11/12/2022;-891.39;USD;Enfants
26/09/2022;-248.87;USD;Habitation
10/06/2022;-293.28;JPY;Assurance
11/02/2022;-504.67;USD;Communication
17/02/2022;6108.16;USD;Cadeau
15/10/2022;-938.16;EUR;Habitation
15/07/2022;-608.11;EUR;Sante
10/02/2023;-602.80;JPY;Enfants
15/12/2022;-104.46;JPY;Transport
15/01/2022;-343.68;JPY;Transport
27/03/2022;-887.34;JPY;Transport
01/04/2022;3799.87;JPY;Salaire
22/10/2022;-988.43;JPY;Alimentation
20/11/2022;-197.96;EUR;Enfants
26/07/2022;-520.44;USD;Alimentation
04/01/2022;-766.35;EUR;Communication
25/05/2022;-79.63;JPY;Loisir
31/08/2022;-745.21;JPY;Sante
04/09/2022;9325.03;JPY;Salaire
19/12/2022;-403.85;JPY;Communication
15/12/2022;-77.62;EUR;Assurance
12/10/2022;3321.85;JPY;Salaire
07/07/2022;1554.20;EUR;Aide
19/09/2022;-26.20;USD;Habitation
14/01/2022;-366.29;JPY;Enfants
23/08/2022;-541.94;USD;Loisir
09/09/2022;-12.41;JPY;Alimentation
23/04/2022;-29.01;JPY;Transport
15/04/2022;-917.08;JPY;Sante
02/07/2022;-810.44;JPY;Habitation
08/12/2022;-949.74;EUR;Transport
15/07/2022;-270.35;EUR;Transport
01/03/2022;-843.92;JPY;Assurance
02/07/2022;-434.51;EUR;Sante
07/09/2022;-49.72;EUR;Alimentation
17/02/2022;6968.27;EUR;Aide
10/11/2022;-846.09;JPY;Assurance
30/09/2022;-976.73;USD;Sante
01/01/2022;-822.70;JPY;Enfants
19/06/2022;-246.50;JPY;Alimentation
02/01/2022;-693.78;EUR;Sante
18/11/2022;-771.12;EUR;Transport
18/11/2022;-939.24;JPY;Assurance
04/05/2022;-993.46;JPY;Sante
12/07/2022;-17.38;USD;Assurance
20/11/2022;-340.26;EUR;Sante
28/12/2022;-936.44;EUR;Transport
26/01/2022;-546.54;USD;Transport
04/01/2023;-971.70;EUR;Alimentation
26/01/2022;-948.13;JPY;Loisir
22/06/2022;-484.72;EUR;Sante
15/02/2023;-71.39;EUR;Transport
29/06/2022;-461.77;USD;Enfants
15/12/2022;-707.29;USD;Habitation
09/11/2022;-622.62;USD;Enfants
23/07/2022;-955.25;USD;Transport
11/12/2022;-617.37;EUR;Loisir
09/06/2022;-654.11;JPY;Habitation
16/02/2023;-227.33;EUR;Sante
25/06/2022;-452.40;EUR;Communication
28/05/2022;-331.37;EUR;Habitation
26/11/2022;-982.41;USD;Communication
13/01/2022;-546.67;JPY;Loisir
05/12/2022;-369.88;EUR;Habitation
18/03/2022;-853.32;JPY;Sante
06/08/2022;-573.72;EUR;Communication
16/01/2022;-706.56;JPY;Communication
26/07/2022;-604.39;USD;Habitation
16/06/2022;-191.18;EUR;Communication
04/07/2022;-246.09;JPY;Transport
23/01/2022;-170.53;USD;Sante
28/07/2022;-360.39;USD;Alimentation
01/04/2022;8669.54;JPY;Salaire
16/05/2022;-591.14;USD;Sante
29/03/2022;-904.22;USD;Transport
17/02/2023;-540.94;USD;Loisir
26/04/2022;-750.38;JPY;Loisir
27/12/2022;-143.45;USD;Assurance
26/02/2022;-11.10;USD;Enfants
11/08/2022;-321.16;EUR;Sante
21/12/2022;7976.03;USD;Cadeau
03/03/2022;-627.84;EUR;Habitation
04/02/2023;-913.38;USD;Enfants
14/07/2022;-94.34;JPY;Enfants
17/03/2022;-59.65;USD;Loisir
24/03/2022;-462.80;JPY;Loisir
07/10/2022;-356.68;EUR;Loisir
19/07/2022;-410.26;JPY;Assurance
10/04/2022;-929.18;JPY;Transport
03/04/2022;-578.39;USD;Alimentation
02/07/2022;-632.28;USD;Loisir
26/11/2022;-259.69;EUR;Sante
13/10/2022;-848.83;JPY;Sante
08/09/2022;9063.15;EUR;Primes
24/01/2022;-117.77;JPY;Communication
15/04/2022;2080.08;EUR;Cadeau
16/09/2022;-886.14;JPY;Communication
16/01/2022;-940.18;JPY;Sante
02/04/2022;-311.65;USD;Assurance
12/06/2022;-944.42;USD;Transport
12/05/2022;-371.78;EUR;Enfants
14/05/2022;-923.16;JPY;Loisir
31/08/2022;-2.03;EUR;Loisir
29/11/2022;-134.66;USD;Habitation
03/10/2022;1224.49;JPY;Salaire
06/11/2022;-527.27;JPY;Alimentation
08/05/2022;-826.00;JPY;Transport
14/04/2022;-866.19;JPY;Assurance
17/02/2022;-79.97;USD;Assurance
01/04/2022;1726.11;USD;Primes
17/04/2022;-536.84;JPY;Sante
22/03/2022;-637.92;JPY;Enfants
27/11/2022;-191.70;JPY;Habitation
12/11/2022;-65.00;JPY;Transport
24/01/2023;-265.51;USD;Transport
31/08/2022;-584.47;JPY;Alimentation
27/08/2022;-136.34;EUR;Transport
17/11/2022;-143.08;USD;Transport
12/09/2022;-886.61;EUR;Loisir
20/01/2023;-250.62;JPY;Enfants
05/03/2022;-314.29;EUR;Sante
17/02/2023;-110.86;USD;Communication
11/09/2022;-875.46;JPY;Alimentation
01/10/2022;-56.65;USD;Transport
13/09/2022;-527.39;USD;Habitation
20/01/2022;-240.94;EUR;Communication
19/05/2022;-705.64;JPY;Assurance
18/04/2022;-75.60;JPY;Communication
02/10/2022;-710.58;JPY;Enfants
03/11/2022;-14.81;JPY;Enfants
27/12/2022;7266.22;USD;Aide
17/09/2022;-720.69;USD;Assurance
08/11/2022;-816.02;JPY;Habitation
12/01/2023;-890.56;JPY;Sante
31/08/2022;-385.88;EUR;Assurance
12/01/2023;-583.28;JPY;Communication
14/01/2022;-277.81;USD;Communication
09/09/2022;-155.20;USD;Transport
12/08/2022;-670.36;JPY;Enfants
18/12/2022;-874.45;EUR;Habitation
18/12/2022;-75.94;USD;Enfants
20/07/2022;-716.24;USD;Communication
18/01/2022;-958.76;JPY;Loisir
16/07/2022;-374.34;EUR;Habitation
08/11/2022;-260.11;USD;Sante
15/01/2023;-658.41;EUR;Sante
13/01/2022;3502.70;EUR;Aide
02/02/2023;7453.14;USD;Salaire
06/01/2023;-592.76;EUR;Habitation
29/08/2022;8561.48;USD;Salaire
15/07/2022;-638.93;USD;Loisir
01/09/2022;-509.81;EUR;Transport
09/12/2022;-474.84;EUR;Habitation
15/10/2022;-927.72;USD;Loisir
30/10/2022;-766.08;EUR;Loisir
07/03/2022;-220.82;JPY;Sante
24/01/2022;889.89;EUR;Aide
12/06/2022;-812.90;JPY;Alimentation
05/07/2022;-637.59;EUR;Habitation
22/06/2022;-427.48;USD;Alimentation
28/09/2022;-473.08;USD;Transport
20/10/2022;-590.92;USD;Habitation
01/06/2022;-660.29;USD;Sante
02/11/2022;-290.14;JPY;Loisir
01/01/2023;-132.48;USD;Enfants
06/02/2022;-508.99;USD;Sante
31/10/2022;-853.23;JPY;Loisir
31/08/2022;-737.52;JPY;Assurance
29/11/2022;-436.74;EUR;Enfants
24/11/2022;9904.19;JPY;Salaire
21/02/2022;5401.52;EUR;Cadeau
04/08/2022;-110.65;USD;Assurance
22/03/2022;-229.64;JPY;Sante
01/08/2022;-900.91;USD;Loisir
19/02/2023;-406.22;EUR;Sante
03/07/2022;-967.40;USD;Enfants
10/02/2022;-699.61;EUR;Sante
20/03/2022;-707.36;JPY;Enfants
16/07/2022;-248.94;JPY;Communication
26/08/2022;-509.95;JPY;Loisir
04/01/2023;-530.97;USD;Sante
26/10/2022;5379.68;JPY;Aide
18/08/2022;5149.76;USD;Aide
25/07/2022;-110.47;USD;Transport
01/12/2022;-995.87;USD;Sante
07/11/2022;-513.74;USD;Assurance
23/01/2023;-241.41;USD;Sante
25/08/2022;-85.50;JPY;Sante
28/09/2022;-36.62;USD;Enfants
03/02/2023;-632.43;USD;Sante
11/07/2022;-54.35;USD;Assurance
06/01/2023;-864.90;EUR;Assurance
27/03/2022;-116.89;JPY;Communication
09/05/2022;-161.31;EUR;Enfants
20/06/2022;-371.88;JPY;Alimentation
16/11/2022;-509.15;JPY;Transport
17/02/2022;-89.66;EUR;Enfants
01/01/2023;-887.92;USD;Habitation
20/10/2022;-932.80;JPY;Transport
11/08/2022;-288.83;JPY;Enfants
28/11/2022;-408.15;USD;Habitation
06/02/2022;-87.88;EUR;Loisir
08/06/2022;396.05;JPY;Primes
17/02/2022;-71.24;JPY;Loisir
25/06/2022;-713.89;USD;Alimentation
18/07/2022;6247.72;JPY;Cadeau
18/07/2022;-574.86;EUR;Sante
21/10/2022;-496.27;EUR;Loisir
25/11/2022;-558.59;EUR;Enfants
03/10/2022;-58.79;EUR;Loisir
12/07/2022;-406.61;JPY;Habitation
04/02/2022;-899.90;USD;Enfants
12/07/2022;-375.63;USD;Alimentation
02/12/2022;-34.28;USD;Assurance
15/09/2022;-762.74;USD;Enfants
26/12/2022;-487.97;JPY;Habitation
23/06/2022;-437.52;USD;Enfants
30/01/2022;-786.77;EUR;Assurance
02/12/2022;-985.38;USD;Alimentation
22/06/2022;-109.57;EUR;Sante
19/09/2022;-590.54;EUR;Habitation
19/10/2022;-741.88;JPY;Transport
05/09/2022;-198.53;JPY;Communication
11/01/2022;-797.45;USD;Sante
08/01/2022;-705.58;USD;Transport
21/09/2022;-255.60;USD;Assurance
10/11/2022;3329.55;EUR;Salaire
11/12/2022;-174.63;JPY;Sante
18/05/2022;8264.47;EUR;Aide
10/09/2022;1891.69;JPY;Aide
14/09/2022;-511.86;JPY;Alimentation
19/01/2023;-76.91;JPY;Alimentation
04/07/2022;-123.04;JPY;Sante
19/04/2022;-873.04;USD;Assurance
20/12/2022;9397.95;EUR;Aide
21/03/2022;-699.71;EUR;Sante
04/07/2022;2768.86;EUR;Salaire
11/04/2022;-561.10;EUR;Communication
09/11/2022;-282.88;JPY;Habitation
27/03/2022;-838.46;USD;Communication
02/11/2022;-545.28;EUR;Transport
09/10/2022;3550.32;USD;Cadeau
03/04/2022;-930.04;USD;Alimentation
11/03/2022;-796.24;JPY;Alimentation
19/10/2022;-564.00;EUR;Loisir
25/08/2022;-195.80;USD;Enfants
28/05/2022;-76.83;USD;Habitation
09/01/2023;-182.31;JPY;Loisir
04/01/2023;-184.82;EUR;Transport
08/12/2022;-803.34;USD;Transport
20/06/2022;-992.88;USD;Assurance
13/03/2022;5101.10;JPY;Salaire
20/07/2022;-861.86;USD;Loisir
02/03/2022;3157.12;JPY;Cadeau
14/02/2023;-834.76;JPY;Sante
03/08/2022;-241.69;JPY;Habitation
15/11/2022;-566.77;EUR;Sante
31/05/2022;-513.60;JPY;Habitation
11/06/2022;-250.58;JPY;Enfants
11/01/2022;-661.06;EUR;Transport
29/07/2022;-38.42;JPY;Assurance
28/08/2022;-310.66;EUR;Loisir
22/01/2023;-732.31;EUR;Enfants
16/01/2023;-699.13;EUR;Enfants
21/09/2022;-641.53;EUR;Enfants
02/11/2022;-62.17;JPY;Loisir
22/12/2022;-83.04;USD;Transport
30/10/2022;-789.13;EUR;Alimentation
21/01/2022;-363.35;USD;Loisir
01/10/2022;-983.73;JPY;Alimentation
16/05/2022;-614.43;USD;Communication
25/12/2022;-990.75;EUR;Enfants
02/08/2022;-380.73;JPY;Communication
19/12/2022;-214.37;JPY;Assurance
21/02/2022;4323.80;JPY;Cadeau
23/04/2022;-201.87;JPY;Communication
09/11/2022;-122.24;JPY;Assurance
10/04/2022;-675.35;JPY;Communication
02/11/2022;7704.58;USD;Aide
06/10/2022;-460.33;JPY;Communication
03/07/2022;-30.28;JPY;Loisir
07/01/2023;-654.89;USD;Alimentation
03/10/2022;-178.40;USD;Sante
12/06/2022;5566.82;JPY;Salaire
13/03/2022;-319.70;USD;Assurance
28/05/2022;-15.79;USD;Communication
03/12/2022;3160.11;EUR;Aide
27/10/2022;1632.59;USD;Cadeau
01/09/2022;-181.60;JPY;Loisir
20/08/2022;-347.74;JPY;Communication
16/02/2022;5529.10;JPY;Salaire
20/02/2022;-671.65;JPY;Alimentation
01/01/2023;-127.16;JPY;Alimentation
24/05/2022;-973.76;EUR;Communication
05/04/2022;-918.37;EUR;Habitation
16/02/2023;-461.99;EUR;Habitation
03/01/2022;-59.83;EUR;Habitation
17/04/2022;-629.05;JPY;Loisir
21/01/2022;-196.48;USD;Alimentation
10/07/2022;-278.23;JPY;Communication
31/08/2022;2043.58;USD;Aide
22/03/2022;-514.46;JPY;Sante
02/10/2022;-458.81;EUR;Transport
07/12/2022;-127.02;EUR;Transport
25/10/2022;-989.16;EUR;Habitation
14/01/2022;-281.12;JPY;Loisir
23/10/2022;-724.49;JPY;Habitation
30/11/2022;-616.96;USD;Assurance
05/11/2022;-679.49;USD;Assurance
03/09/2022;-894.29;EUR;Transport
18/05/2022;-32.90;USD;Alimentation
05/09/2022;-194.75;JPY;Loisir
15/01/2023;-572.89;JPY;Alimentation
25/01/2023;-751.92;USD;Transport
25/03/2022;4710.05;EUR;Primes
16/01/2022;-421.95;EUR;Communication
27/02/2022;-17.35;USD;Sante
10/10/2022;-303.30;USD;Sante
10/09/2022;-861.87;USD;Transport
12/03/2022;-883.46;USD;Communication
15/12/2022;-274.16;JPY;Transport
24/12/2022;-741.24;JPY;Sante
13/03/2022;-162.78;EUR;Habitation
08/01/2023;-962.93;USD;Alimentation
21/09/2022;-167.47;EUR;Assurance
22/05/2022;-24.78;EUR;Alimentation
05/03/2022;-927.34;USD;Transport
26/12/2022;-82.81;EUR;Enfants
25/01/2023;-589.04;EUR;Loisir
05/07/2022;-629.50;JPY;Habitation
27/03/2022;-474.87;USD;Enfants
07/10/2022;-69.61;EUR;Alimentation
14/12/2022;-730.38;JPY;Alimentation
12/04/2022;-663.54;JPY;Assurance
05/12/2022;-721.71;USD;Assurance
19/01/2022;-63.77;EUR;Communication
23/10/2022;2443.06;EUR;Salaire
10/10/2022;-491.39;JPY;Habitation
27/11/2022;-27.44;EUR;Communication
27/03/2022;-885.69;EUR;Alimentation
22/11/2022;-690.59;JPY;Alimentation
21/07/2022;8884.84;USD;Cadeau
10/09/2022;-50.71;USD;Alimentation
03/09/2022;-464.63;USD;Habitation
10/11/2022;-930.40;EUR;Assurance
23/11/2022;-494.12;JPY;Communication
07/03/2022;-968.12;JPY;Communication
08/01/2022;-423.95;EUR;Loisir
25/11/2022;-959.97;JPY;Loisir
05/11/2022;-573.35;EUR;Alimentation
05/11/2022;-393.28;USD;Habitation
21/12/2022;-448.33;JPY;Loisir
16/02/2023;-898.02;JPY;Transport
23/09/2022;-140.64;JPY;Assurance
11/03/2022;-271.33;EUR;Assurance
27/11/2022;-133.82;EUR;Sante
30/03/2022;-369.90;JPY;Enfants
15/11/2022;-613.79;EUR;Transport
26/08/2022;-529.00;EUR;Alimentation
06/01/2023;-14.05;USD;Habitation
08/09/2022;-687.55;EUR;Communication
15/07/2022;-125.05;USD;Alimentation
26/10/2022;-349.33;USD;Alimentation
16/09/2022;9866.60;EUR;Aide
11/01/2022;-940.79;USD;Habitation
23/09/2022;2712.52;EUR;Salaire
21/11/2022;-650.97;USD;Habitation
07/08/2022;-220.22;EUR;Transport
23/09/2022;-218.40;EUR;Enfants
03/04/2022;-131.89;JPY;Alimentation
12/01/2023;-925.34;EUR;Alimentation
03/10/2022;-90.52;USD;Habitation
24/03/2022;8800.42;EUR;Aide
28/01/2022;-997.97;JPY;Communication
16/06/2022;-656.46;JPY;Alimentation
02/12/2022;8423.02;JPY;Salaire
30/07/2022;-327.88;EUR;Assurance
22/12/2022;-601.05;EUR;Assurance
30/06/2022;-767.18;JPY;Transport
12/11/2022;-989.73;JPY;Alimentation
03/04/2022;-444.10;USD;Communication
14/04/2022;-132.33;EUR;Alimentation
07/12/2022;2962.52;EUR;Cadeau
29/12/2022;-669.70;EUR;Communication
13/07/2022;-763.08;JPY;Habitation
21/09/2022;-980.04;USD;Enfants
06/12/2022;-128.04;JPY;Habitation
26/01/2022;-906.78;USD;Loisir
28/10/2022;-574.03;EUR;Assurance
27/02/2022;-450.07;JPY;Assurance
07/02/2022;-755.89;EUR;Loisir
11/07/2022;-702.36;JPY;Communication
22/04/2022;-711.36;EUR;Assurance
15/10/2022;-598.19;JPY;Sante
06/02/2023;-30.36;EUR;Alimentation
06/01/2023;-652.89;JPY;Communication
18/03/2022;-251.21;USD;Sante
26/01/2022;-985.94;USD;Communication
30/05/2022;-134.80;EUR;Alimentation
05/01/2022;-359.34;EUR;Enfants
13/08/2022;-774.35;EUR;Communication
25/01/2022;-745.01;EUR;Alimentation
02/12/2022;-950.22;EUR;Habitation
08/01/2022;2446.62;JPY;Primes
21/10/2022;-143.91;EUR;Sante
12/12/2022;9327.28;JPY;Primes
10/08/2022;-434.99;JPY;Loisir
19/06/2022;-987.05;JPY;Alimentation
12/05/2022;-852.51;USD;Sante
20/06/2022;-957.78;USD;Loisir
15/11/2022;-618.03;USD;Enfants
14/06/2022;-710.60;JPY;Communication
22/02/2022;-818.16;USD;Assurance
04/06/2022;-48.36;JPY;Transport
13/01/2022;-376.30;USD;Habitation
21/12/2022;-802.77;USD;Loisir
29/12/2022;-485.60;JPY;Sante
16/01/2023;-966.68;EUR;Communication
18/10/2022;1647.84;EUR;Primes
27/07/2022;4328.53;USD;Cadeau
31/05/2022;-12.53;EUR;Communication
12/06/2022;-975.98;JPY;Alimentation
04/09/2022;-120.53;USD;Alimentation
24/09/2022;-19.21;JPY;Habitation
18/06/2022;-918.68;USD;Transport
27/12/2022;-109.81;EUR;Habitation
24/06/2022;-454.54;JPY;Sante
24/12/2022;-337.70;EUR;Loisir
26/01/2023;1645.10;EUR;Cadeau
29/08/2022;-568.93;EUR;Assurance
19/07/2022;-449.40;JPY;Loisir
03/07/2022;-640.85;JPY;Habitation
27/04/2022;-889.10;EUR;Habitation
27/02/2022;-397.61;EUR;Enfants
07/05/2022;-800.50;JPY;Habitation
11/04/2022;-799.30;USD;Assurance
04/05/2022;-857.96;EUR;Sante
08/02/2023;-744.78;USD;Assurance
02/04/2022;-533.74;USD;Enfants
21/01/2022;-71.66;USD;Sante
16/03/2022;-356.27;USD;Alimentation
10/10/2022;-654.89;EUR;Sante
25/09/2022;-37.01;JPY;Sante
25/06/2022;-685.52;JPY;Assurance
13/06/2022;-849.03;EUR;Alimentation
17/11/2022;-312.28;JPY;Assurance
12/03/2022;-426.39;EUR;Enfants
27/01/2023;-394.41;EUR;Sante
12/05/2022;-708.49;EUR;Habitation
17/03/2022;-711.66;EUR;Habitation
01/06/2022;-372.25;USD;Assurance
18/05/2022;-89.20;USD;Sante
02/06/2022;-667.59;EUR;Habitation
01/04/2022;-814.96;EUR;Transport
12/01/2022;-553.13;EUR;Enfants
13/10/2022;-719.75;USD;Enfants
25/01/2022;-282.11;EUR;Habitation
28/11/2022;-14.98;EUR;Assurance
21/12/2022;-935.07;USD;Loisir
27/09/2022;-660.36;USD;Habitation
02/06/2022;6480.99;USD;Primes
03/12/2022;-53.70;USD;Enfants
12/09/2022;-571.23;USD;Alimentation
04/02/2022;-402.36;EUR;Transport
25/03/2022;-558.87;EUR;Communication
08/02/2022;-898.64;EUR;Alimentation
11/01/2022;-303.38;JPY;Assurance
20/06/2022;-617.29;JPY;Sante
06/11/2022;-458.46;USD;Enfants
27/04/2022;-338.72;USD;Assurance
13/04/2022;-336.73;EUR;Sante
03/12/2022;-513.61;EUR;Transport
15/01/2023;-872.96;USD;Sante
08/05/2022;-775.29;USD;Alimentation
